id,week_of_outbreak,state_ut,district,disease,cases,deaths,day,month,year,latitude,longitude,precipitation,lai,temp,disease_category,death_rate
2964,23rd week,Rajasthan,Jaipur,Acute Diarrhoeal Disease,16.0,0,8,6,2016,26.9154576,75.8189817,0.00012601,3.0,321.16,Diarrheal Diseases,0.0
2965,23rd week,Rajasthan,Udaipur,Cholera,77.0,2,8,6,2016,24.578721,73.6862571,0.000482362,9.0,323.464,Diarrheal Diseases,0.02564102564102564
2966,23rd week,Tamil Nadu,Thanjavur,Acute Diarrhoeal Disease,15.0,0,6,6,2016,10.7860267,79.1381497,0.450753524,8.0,313.17,Diarrheal Diseases,0.0
2967,23rd week,Tamil Nadu,Villupuram- Kallakurichi,Malaria,28.0,1,3,6,2016,11.629177,78.8599569,0.396161347,10.0,309.8066666,Malaria,0.034482758620689655
2968,23rd week,Telangana,Karimnagar,Acute Diarrhoeal Disease,14.0,1,6,6,2016,18.4348122,79.1328042,0.093355167,4.0,312.5633334,Diarrheal Diseases,0.06666666666666667
2969,23rd week,Uttarakhand,Almora,Acute Diarrhoeal Disease,46.0,1,9,6,2016,29.703095,79.43317023,0.749773497,9.0,295.9966666,Diarrheal Diseases,0.02127659574468085
2970,23rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,70.0,0,6,6,2016,23.13195425,87.2073972,0.369741405,10.0,304.45,Diarrheal Diseases,0.0
2971,23rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,23.0,0,6,6,2016,23.13195425,87.2073972,0.369741405,10.0,304.45,Diarrheal Diseases,0.0
2972,23rd week,West Bengal,Purulia,Cholera,30.0,0,6,6,2016,23.3291882,86.3672378,0.413895143,7.0,308.165,Diarrheal Diseases,0.0
2973,23rd week,Chhattisgarh,Durg,Acute Diarrhoeal Disease,20.0,0,1,6,2016,21.19903535,81.39795456,0.033407759,5.0,318.3633334,Diarrheal Diseases,0.0
2974,23rd week,Karnataka,Udupi,Dengue,13.0,0,28,5,2016,13.3419169,74.7473232,0.437835705,18.0,303.24,Dengue,0.0
2975,23rd week,Kerala,Ernakulam,Dengue,12.0,0,20,5,2016,9.98408,76.2741457,1.335778127,19.0,303.325,Dengue,0.0
2976,23rd week,Meghalaya,Jaintia Hills,Acute Diarrhoeal Disease,30.0,1,21,5,2016,25.5,92.25,3.108918523,32.0,297.27,Diarrheal Diseases,0.03225806451612903
2977,23rd week,Maharashtra,Pune,Chikungunya,137.0,1,20,5,2016,18.521428,73.8544541,0.055869679,5.0,310.3266666,Chikungunya,0.007246376811594203
2978,23rd week,Maharashtra,Pune,Chikungunya,24.0,1,19,4,2016,18.521428,73.8544541,0.000352481,5.0,321.1933334,Chikungunya,0.04
2979,23rd week,Maharashtra,Pune,Chikungunya,24.0,1,4,4,2016,18.521428,73.8544541,0.00018541,5.0,317.3333334,Chikungunya,0.04
2980,23rd week,Maharashtra,Pune,Dengue,24.0,1,24,4,2016,18.521428,73.8544541,0.01879334,5.0,318.5566666,Dengue,0.04
2981,23rd week,Maharashtra,Pune,Dengue,47.0,1,4,4,2016,18.521428,73.8544541,0.00018541,5.0,317.3333334,Dengue,0.020833333333333332
2982,23rd week,Maharashtra,Pune,Acute Diarrhoeal Disease,32.0,1,31,5,2016,18.521428,73.8544541,0.083740675,6.0,311.656,Diarrheal Diseases,0.030303030303030304
2983,23rd week,Madhya Pradesh,Ujjain,Acute Diarrhoeal Disease,33.0,1,26,5,2016,23.1885131,75.7716562,0.001614934,3.0,317.1266666,Diarrheal Diseases,0.029411764705882353
2984,23rd week,Odisha,Mayurbhanj,Acute Diarrhoeal Disease,23.0,1,3,4,2016,21.75,86.5,0.304926402,14.0,306.24,Diarrheal Diseases,0.041666666666666664
2985,24th week,Andhra Pradesh,Kadapa,Acute Diarrhoeal Disease,14.0,0,13,6,2016,14.4752936,78.8216861,0.296688057,6.0,309.54,Diarrheal Diseases,0.0
2986,24th week,Assam,Kamrup,Acute Diarrhoeal Disease,13.0,1,9,6,2016,26.12755515,91.29987148,0.409327615,8.0,302.625,Diarrheal Diseases,0.07142857142857142
2987,24th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,261.0,1,13,6,2016,20.73218365,81.14335738,0.139425394,10.0,313.11,Diarrheal Diseases,0.003816793893129771
2988,24th week,Gujarat,Narmada,Cholera,41.0,1,13,6,2016,21.8678464,73.5025585,0.004507394,5.0,313.304,Diarrheal Diseases,0.023809523809523808
2989,24th week,Karnataka,Dharwad,Acute Diarrhoeal Disease,14.0,0,14,6,2016,15.4540505,75.0066516,1.377494785,2.0,308.56,Diarrheal Diseases,0.0
2990,24th week,Karnataka,Koppal,Acute Diarrhoeal Disease,17.0,0,13,6,2016,15.3484144,76.1547421,0.342919062,4.0,311.36,Diarrheal Diseases,0.0
2991,24th week,Kerala,Kollam,Dengue,119.0,2,9,6,2016,8.8879509,76.5955013,1.492939397,13.0,302.36,Dengue,0.016666666666666666
2992,24th week,Madhya Pradesh,Betul,Acute Diarrhoeal Disease,161.0,2,6,6,2016,21.8796162,77.87568125,0.002102696,7.0,316.6866666,Diarrheal Diseases,0.012345679012345678
2993,24th week,Madhya Pradesh,Bhind,Acute Diarrhoeal Disease,22.0,1,6,6,2016,26.5,78.75,0.005756022,4.0,313.69,Diarrheal Diseases,0.043478260869565216
2994,24th week,Madhya Pradesh,Chhatarpur,Acute Diarrhoeal Disease,18.0,0,14,6,2016,24.75,79.75,0.021343213,4.0,315.01,Diarrheal Diseases,0.0
2995,24th week,Madhya Pradesh,Gwalior,Acute Diarrhoeal Disease,23.0,1,13,6,2016,26.2037247,78.1573628,0.032577939,2.0,315.8733334,Diarrheal Diseases,0.041666666666666664
2996,24th week,Madhya Pradesh,Rajgarh,Acute Diarrhoeal Disease,42.0,0,15,6,2016,23.87167135,76.7748902,0.006694902,2.0,315.1433334,Diarrheal Diseases,0.0
2997,24th week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,20.0,0,15,6,2016,23.1156882,77.06623939,0.007841401,3.0,313.5333334,Diarrheal Diseases,0.0
2998,24th week,Maharashtra,Beed,Acute Diarrhoeal Disease,27.0,1,11,6,2016,18.9918442,75.909784,0.044840296,3.0,312.82,Diarrheal Diseases,0.03571428571428571
2999,24th week,Maharashtra,Bhandara,Acute Gastroenteritis,26.0,1,15,6,2016,21.12304765,79.79390882,0.034044075,4.0,316.0466666,Diarrheal Diseases,0.037037037037037035
3000,24th week,Maharashtra,Gadchiroli,Acute Diarrhoeal Disease,32.0,1,10,6,2016,19.75907035,80.16228073,0.155927627,9.0,310.515,Diarrheal Diseases,0.030303030303030304
3001,24th week,Maharashtra,Nashik,Dengue,20.0,0,13,6,2016,20.0112475,73.7902364,0.145385686,4.0,313.712,Dengue,0.0
3002,24th week,Maharashtra,Nashik,Dengue,12.0,0,15,6,2016,20.0112475,73.7902364,0.19263912,4.0,311.975,Dengue,0.0
3003,24th week,Odisha,Angul,Acute Diarrhoeal Disease,16.0,2,12,6,2016,20.8382426,85.0973949,0.504947497,14.0,307.655,Diarrheal Diseases,0.11764705882352941
3004,24th week,Uttarakhand,Haridwar,Acute Diarrhoeal Disease,67.0,1,12,6,2016,29.91235135,78.00871782,0.125112734,17.0,302.0,Diarrheal Diseases,0.014705882352941176
3005,24th week,Uttarakhand,Rudraprayag,Acute Diarrhoeal Disease,46.0,1,12,6,2016,30.3009965,79.06287965,0.571655424,25.0,299.46,Diarrheal Diseases,0.02127659574468085
3006,24th week,Uttar Pradesh,Hardoi,Acute Diarrhoeal Disease,12.0,1,11,6,2016,27.33857665,80.09752646,0.017853,5.0,309.012,Diarrheal Diseases,0.07692307692307693
3007,24th week,West Bengal,Bankura,Acute Diarrhoeal Disease,65.0,0,19,6,2016,23.13195425,87.2073972,0.523366358,10.0,301.19,Diarrheal Diseases,0.0
3008,24th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,12.0,0,13,6,2016,23.2495714,87.8681751,0.268999221,8.0,308.74,Diarrheal Diseases,0.0
3009,24th week,West Bengal,North 24 Parganas,Dengue,598.0,1,10,6,2016,22.642931,88.8930579,0.544773917,13.0,299.152,Dengue,0.001669449081803005
3010,24th week,Assam,Marigaon,Acute Encephalitis Syndrome,5.0,2,11,4,2016,26.290712,92.29221257,0.335038478,16.0,300.764,Encephalitis,0.3333333333333333
3011,24th week,Assam,Nagaon,Acute Encephalitis Syndrome,27.0,5,4,1,2016,26.30414915,92.71605974,0.005392601,19.0,293.8966666,Encephalitis,0.17857142857142858
3012,24th week,Karnataka,Tumkur,Chikungunya,19.0,1,6,6,2016,13.3400771,77.1006208,0.738504356,6.0,305.86,Chikungunya,0.05
3013,24th week,Kerala,Pathanamthitta,Dengue,15.0,1,31,5,2016,9.2780841,76.9737443,0.681554755,30.5,306.2066666,Dengue,0.0625
3014,24th week,Madhya Pradesh,Betul,Acute Diarrhoeal Disease,114.0,1,24,5,2016,21.8796162,77.87568125,0.001188104,9.0,316.59,Diarrheal Diseases,0.008695652173913044
3015,24th week,Madhya Pradesh,Hoshangabad,Dengue,9.0,1,26,5,2016,22.6001502,77.92664521,0.001621449,7.0,315.94,Dengue,0.1
3016,24th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,18.0,1,7,6,2016,19.91883295,75.87085986,0.06610564,2.0,316.432,Diarrheal Diseases,0.05263157894736842
3017,24th week,Maharashtra,Solapur,Acute Gastroenteritis,23.0,1,7,6,2016,17.84990665,75.27632027,0.310155621,3.0,316.02,Diarrheal Diseases,0.041666666666666664
3018,24th week,Chandigarh,Chandigarh,Cholera,40.0,0,9,6,2016,30.72984395,76.78414567,0.083766744,6.0,309.1366666,Diarrheal Diseases,0.0
3019,24th week,Assam,Dibrugarh,Acute Encephalitis Syndrome,67.0,9,27,1,2016,27.4844597,94.9019447,0.030667933,8.0,292.22,Encephalitis,0.1323529411764706
3020,25th week,Andhra Pradesh,Prakasam,Acute Diarrhoeal Disease,14.0,0,16,6,2016,15.6589741,79.47164373,0.024243166,6.0,312.02,Diarrheal Diseases,0.0
3021,25th week,Andhra Pradesh,Visakhapatnam,Acute Diarrhoeal Disease,41.0,0,21,6,2016,17.7222517,83.32670984,0.351636212,15.0,304.53,Diarrheal Diseases,0.0
3022,25th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,37.0,0,22,6,2016,18.1120819,83.40521962,0.393071258,15.0,302.92,Diarrheal Diseases,0.0
3023,25th week,Assam,Jorhat,Cholera,11.0,2,19,6,2016,26.7577925,94.2079645,1.202283481,2.0,296.68,Diarrheal Diseases,0.16666666666666666
3024,25th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,101.0,1,16,6,2016,20.73218365,81.14335738,0.107790782,9.5,312.77,Diarrheal Diseases,0.00980392156862745
3025,25th week,Gujarat,Rajkot,Acute Gastroenteritis,89.0,0,18,6,2016,22.3053263,70.8028377,0.018958261,2.0,309.8433334,Diarrheal Diseases,0.0
3026,25th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,11.0,0,21,6,2016,22.7859232,86.1716093,0.732654842,8.0,307.9,Diarrheal Diseases,0.0
3027,25th week,Karnataka,Bidar,Cholera,26.0,0,18,6,2016,18.083333,77.333333,0.061417031,2.0,314.2,Diarrheal Diseases,0.0
3028,25th week,Karnataka,Gadag,Chikungunya,20.0,0,20,6,2016,15.4206667,75.6225644,0.446237661,2.0,310.235,Chikungunya,0.0
3029,25th week,Karnataka,Gadag,Dengue,12.0,0,22,6,2016,15.4206667,75.6225644,0.670299267,2.0,310.95,Dengue,0.0
3030,25th week,Karnataka,Koppal,Acute Diarrhoeal Disease,13.0,0,18,6,2016,15.3484144,76.1547421,0.182090998,3.0,310.94,Diarrheal Diseases,0.0
3031,25th week,Karnataka,Tumkur,Dengue,49.0,1,16,6,2016,13.3400771,77.1006208,0.206581743,6.5,300.785,Dengue,0.02
3032,25th week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,43.0,0,18,6,2016,23.1156882,77.06623939,0.022607018,3.0,312.872,Diarrheal Diseases,0.0
3033,25th week,Maharashtra,Amravati,Acute Gastroenteritis,24.0,1,22,6,2016,20.9521098,77.7333168,0.683204122,2.0,315.82,Diarrheal Diseases,0.04
3034,25th week,Maharashtra,Jalna,Acute Gastroenteritis,18.0,1,19,6,2016,19.91883295,75.87085986,0.08210379,1.0,315.6333334,Diarrheal Diseases,0.05263157894736842
3035,25th week,Maharashtra,Washim,Acute Gastroenteritis,23.0,1,23,6,2016,20.28741775,77.2369655,0.797137645,1.0,311.8,Diarrheal Diseases,0.041666666666666664
3036,25th week,Odisha,Bhadrak,Acute Diarrhoeal Disease,21.0,1,18,6,2016,21.0633288,86.5053731,0.34104309,10.0,303.3241667,Diarrheal Diseases,0.045454545454545456
3037,25th week,Odisha,Dhenkanal,Acute Diarrhoeal Disease,20.0,1,19,6,2016,20.75,85.5,0.44549274,12.0,296.4133334,Diarrheal Diseases,0.047619047619047616
3038,25th week,Odisha,Kandhamal,Acute Diarrhoeal Disease,21.0,0,23,6,2016,20.13069385,84.07904761,0.598888078,11.0,310.44,Diarrheal Diseases,0.0
3039,25th week,Uttar Pradesh,Fatehpur,Acute Diarrhoeal Disease,18.0,1,17,6,2016,25.8435395,80.91800397,0.159953886,9.0,310.48,Diarrheal Diseases,0.05263157894736842
3040,25th week,Uttar Pradesh,Lucknow,Acute Diarrhoeal Disease,10.0,1,24,6,2016,26.8420098,80.94785711,0.830253898,9.0,314.64,Diarrheal Diseases,0.09090909090909091
3041,25th week,West Bengal,Bankura,Cholera,56.0,0,19,6,2016,23.13195425,87.2073972,0.523366358,10.0,301.19,Diarrheal Diseases,0.0
3042,25th week,Andhra Pradesh,Cuddapah,Acute Diarrhoeal Disease,14.0,1,13,6,2016,14.4956602,78.8349278,0.296688057,6.0,309.54,Diarrheal Diseases,0.06666666666666667
3043,25th week,Assam,Jorhat,Acute Diarrhoeal Disease,15.0,1,11,6,2016,26.7577925,94.2079645,0.780063643,13.0,303.3666666,Diarrheal Diseases,0.0625
3044,25th week,Assam,Sivasagar,Acute Encephalitis Syndrome,37.0,10,13,4,2016,26.9834936,94.6394226,0.712489378,9.0,298.36,Encephalitis,0.2631578947368421
3045,25th week,Assam,Tinsukia,Acute Encephalitis Syndrome,65.0,9,4,1,2016,27.52016575,95.53063473,0.017046715,21.0,292.4766666,Encephalitis,0.13636363636363635
3046,25th week,Chhattisgarh,Raigarh,Acute Gastroenteritis,32.0,1,13,6,2016,22.5,83.5,0.164941716,8.0,309.976,Diarrheal Diseases,0.030303030303030304
3047,25th week,Jharkhand,Latehar,Malaria,17.0,4,10,6,2016,23.74186545,84.51301367,0.042991095,12.0,309.9466666,Malaria,0.2222222222222222
3048,25th week,Kerala,Malappuram,Dengue,16.0,1,19,5,2016,11.10684475,76.1099551,0.842701025,21.0,301.42,Dengue,0.058823529411764705
3049,25th week,Madhya Pradesh,Jhabua,Acute Diarrhoeal Disease,22.0,1,12,6,2016,22.88585225,74.72513369,0.000360187,2.0,317.5233334,Diarrheal Diseases,0.043478260869565216
3050,25th week,Maharashtra,Chandrapur,Malaria,28.0,1,5,5,2016,20.0967555,79.50454752,0.090366539,7.0,317.2066666,Malaria,0.034482758620689655
3051,25th week,Maharashtra,Nagpur,Acute Diarrhoeal Disease,16.0,1,1,6,2016,21.1498134,79.0820556,8.08e-05,3.0,320.0833334,Diarrheal Diseases,0.058823529411764705
3052,25th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,68.0,1,27,5,2016,17.1726928,74.58676543,0.027586855,6.0,313.136,Diarrheal Diseases,0.014492753623188406
3053,25th week,Maharashtra,Thane,Acute Diarrhoeal Disease,389.0,1,11,6,2016,19.1943294,72.9701779,0.107693977,6.0,312.46,Diarrheal Diseases,0.002564102564102564
3054,25th week,Chandigarh,Chandigarh,Cholera,51.0,0,9,6,2016,30.72984395,76.78414567,0.083766744,6.0,309.1366666,Diarrheal Diseases,0.0
3055,26th week,Andhra Pradesh,Chittoor,Acute Diarrhoeal Disease,75.0,1,26,6,2016,13.1601048,79.15555062,0.451717586,13.0,302.2,Diarrheal Diseases,0.013157894736842105
3056,26th week,Bihar,Rohtas,Acute Diarrhoeal Disease,13.0,2,28,6,2016,24.6723487,83.92090397,0.536101097,6.0,311.38,Diarrheal Diseases,0.14285714285714285
3057,26th week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,90.0,2,1,7,2016,21.6542,82.1739,0.341809134,4.0,312.18,Diarrheal Diseases,0.02197802197802198
3058,26th week,Gujarat,Gandhinagar,Cholera,12.0,1,2,7,2016,23.2232877,72.6492267,0.641764636,3.0,316.06,Diarrheal Diseases,0.07692307692307693
3059,26th week,Gujarat,Kheda,Cholera,37.0,1,1,7,2016,22.75,72.833333,0.633616304,4.0,316.06,Diarrheal Diseases,0.02631578947368421
3060,26th week,Gujarat,Navsari,Acute Diarrhoeal Disease,12.0,0,1,7,2016,20.952407,72.9323831,0.884565391,4.0,301.76,Diarrheal Diseases,0.0
3061,26th week,Haryana,Yamuna Nagar,Acute Diarrhoeal Disease,12.0,0,1,7,2016,30.1389108,77.301064,0.206771096,5.0,305.1533334,Diarrheal Diseases,0.0
3062,26th week,Jharkhand,Pakur,Acute Diarrhoeal Disease,34.0,1,28,6,2016,24.6379647,87.8558666,0.732855165,11.0,301.34,Diarrheal Diseases,0.02857142857142857
3063,26th week,Karnataka,Bagalkot,Malaria,24.0,0,27,6,2016,16.1853166,75.6967919,0.534528286,2.0,308.64,Malaria,0.0
3064,26th week,Karnataka,Bangalore Rural,Acute Diarrhoeal Disease,24.0,1,28,6,2016,13.0010872,77.3361225,0.765357863,6.0,306.38,Diarrheal Diseases,0.04
3065,26th week,Karnataka,Raichur,Acute Diarrhoeal Disease,19.0,0,25,6,2016,16.083333,77.166667,0.669329744,9.0,296.22,Diarrheal Diseases,0.0
3066,26th week,Madhya Pradesh,Alirajpur,Acute Diarrhoeal Disease,12.0,1,26,6,2016,22.28593955,74.35389643,0.39148547,4.0,310.3,Diarrheal Diseases,0.07692307692307693
3067,26th week,Madhya Pradesh,Ashok Nagar,Acute Diarrhoeal Disease,16.0,1,1,7,2016,24.6185442,77.8788306,0.543742073,3.0,310.68,Diarrheal Diseases,0.058823529411764705
3068,26th week,Madhya Pradesh,Barwani,Cholera,15.0,1,27,6,2016,22.0333621,74.8978374,0.293674433,2.0,311.48,Diarrheal Diseases,0.0625
3069,26th week,Madhya Pradesh,Chhatarpur,Acute Diarrhoeal Disease,28.0,0,27,6,2016,24.75,79.75,0.430514188,4.0,313.3533334,Diarrheal Diseases,0.0
3070,26th week,Madhya Pradesh,Jhabua,Acute Diarrhoeal Disease,30.0,1,24,6,2016,22.88585225,74.72513369,0.335048982,2.0,305.57,Diarrheal Diseases,0.03225806451612903
3071,26th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,118.0,0,26,6,2016,21.825599,75.614182,0.498172496,2.0,313.06,Diarrheal Diseases,0.0
3072,26th week,Madhya Pradesh,Ratlam,Cholera,66.0,1,24,6,2016,23.4805919,74.91931943,0.42195303,3.5,306.1,Diarrheal Diseases,0.014925373134328358
3073,26th week,Maharashtra,Jalna,Acute Gastroenteritis,17.0,1,25,6,2016,19.91883295,75.87085986,0.893209766,2.0,308.14,Diarrheal Diseases,0.05555555555555555
3074,26th week,Maharashtra,Jalna,Acute Gastroenteritis,13.0,1,28,6,2016,19.91883295,75.87085986,0.377737946,1.0,311.66,Diarrheal Diseases,0.07142857142857142
3075,26th week,Maharashtra,Thane,Acute Gastroenteritis,12.0,1,29,6,2016,19.1943294,72.9701779,2.552925258,2.0,300.54,Diarrheal Diseases,0.07692307692307693
3076,26th week,Maharashtra,Thane,Acute Gastroenteritis,23.0,1,23,6,2016,19.1943294,72.9701779,1.172099613,5.0,307.23,Diarrheal Diseases,0.041666666666666664
3077,26th week,West Bengal,North 24 Parganas,Cholera,137.0,1,3,7,2016,22.642931,88.8930579,0.37031672,8.0,297.0933334,Diarrheal Diseases,0.007246376811594203
3078,26th week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,96.0,0,13,6,2016,21.98934025,82.10996499,0.111828396,4.0,317.5,Diarrheal Diseases,0.0
3079,26th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,19.0,1,10,6,2016,21.1882332,82.48484762,0.17014698,7.0,314.396,Diarrheal Diseases,0.05
3080,26th week,Chhattisgarh,Raigarh,Acute Diarrhoeal Disease,39.0,1,22,6,2016,22.5,83.5,0.859152432,7.0,312.08,Diarrheal Diseases,0.025
3081,26th week,Karnataka,Mandya,Chikungunya,31.0,0,6,6,2016,12.5238888,76.8961961,0.623983154,6.0,305.12,Chikungunya,0.0
3082,26th week,Karnataka,Uttara Kannada,Acute Gastroenteritis,33.0,1,18,5,2016,14.72447415,74.64223734,0.313271324,23.0,302.8,Diarrheal Diseases,0.029411764705882353
3083,26th week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,14.0,1,9,6,2016,23.5225788,77.8148001,0.002195764,9.0,320.3333334,Diarrheal Diseases,0.06666666666666667
3084,26th week,Maharashtra,Ahmednagar,Suspected Dengue,7.0,1,22,6,2016,19.1627725,74.8580243,0.604879356,2.0,310.12,Dengue,0.125
3085,26th week,Rajasthan,Bharatpur,Cholera,14.0,0,20,6,2016,27.26521245,77.36912555,0.14163177,3.0,310.36,Diarrheal Diseases,0.0
3086,26th week,West Bengal,Bankura,Cholera,56.0,0,19,6,2016,23.13195425,87.2073972,0.523366358,10.0,301.19,Diarrheal Diseases,0.0
3087,26th week,West Bengal,South 24 Parganas,Cholera,17.0,0,19,6,2016,22.5760669,88.42006758,0.591481308,12.0,302.14,Diarrheal Diseases,0.0
3088,26th week,West Bengal,South 24 Parganas,Cholera,43.0,0,18,6,2016,22.5760669,88.42006758,0.536001509,12.0,302.14,Diarrheal Diseases,0.0
3089,26th week,West Bengal,South 24 Parganas,Dengue,57.0,0,9,6,2016,22.5760669,88.42006758,0.707594309,13.5,303.604,Dengue,0.0
3090,27th week,Andhra Pradesh,Vizianagaram,Acute Diarrhoeal Disease,13.0,0,3,7,2016,18.1120819,83.40521962,2.201965047,7.0,305.24,Diarrheal Diseases,0.0
3091,27th week,Bihar,Jamui,Malaria,12.0,1,1,7,2016,24.96785205,86.17351147,0.259359246,7.0,306.52,Malaria,0.07692307692307693
3092,27th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,42.0,1,30,6,2016,21.1882332,82.48484762,0.383389441,6.0,306.7,Diarrheal Diseases,0.023255813953488372
3093,27th week,Karnataka,Ballari,Acute Diarrhoeal Disease,61.0,0,5,7,2016,15.2485413,76.8323648,0.28583583,2.0,307.32500000000005,Diarrheal Diseases,0.0
3094,27th week,Karnataka,Koppal,Acute Diarrhoeal Disease,56.0,0,6,7,2016,15.3484144,76.1547421,0.199703494,3.0,302.38,Diarrheal Diseases,0.0
3095,27th week,Madhya Pradesh,Guna,Acute Diarrhoeal Disease,25.0,1,1,7,2016,24.5,77.5,0.674216575,3.0,308.665,Diarrheal Diseases,0.038461538461538464
3096,27th week,Madhya Pradesh,Guna,Acute Diarrhoeal Disease,16.0,1,1,7,2016,24.5,77.5,0.674216575,3.0,308.665,Diarrheal Diseases,0.058823529411764705
3097,27th week,Madhya Pradesh,Khargone,Acute Diarrhoeal Disease,45.0,0,5,7,2016,21.825599,75.614182,0.466759705,1.0,303.2,Diarrheal Diseases,0.0
3098,27th week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,12.0,0,6,7,2016,23.1156882,77.06623939,1.097717652,1.0,306.02,Diarrheal Diseases,0.0
3099,27th week,Maharashtra,Aurangabad,Acute Diarrhoeal Disease,20.0,1,6,7,2016,19.877263,75.3390241,0.567556262,0.0,309.19,Diarrheal Diseases,0.047619047619047616
3100,27th week,Maharashtra,Aurangabad,Cholera,9.0,1,8,7,2016,19.877263,75.3390241,0.539122566,0.0,309.19,Diarrheal Diseases,0.1
3101,27th week,Maharashtra,Thane,Acute Diarrhoeal Disease,25.0,1,2,7,2016,19.1943294,72.9701779,1.610617135,5.0,300.54,Diarrheal Diseases,0.038461538461538464
3102,27th week,Odisha,Balasore,Cholera,54.0,4,6,7,2016,21.5002888,86.9202627,0.871540572,5.0,298.2,Diarrheal Diseases,0.07272727272727272
3103,27th week,Punjab,Jalandhar,Cholera,39.0,0,12,7,2016,31.29201065,75.56805772,0.1381793,8.0,304.2733334,Diarrheal Diseases,0.0
3104,27th week,Punjab,Rupnagar,Acute Diarrhoeal Disease,70.0,1,11,7,2016,31.09168085,76.52726739,0.124868154,9.0,302.93,Diarrheal Diseases,0.014084507042253521
3105,27th week,Telangana,Hyderabad,Acute Diarrhoeal Disease,100.0,0,5,7,2016,17.360589,78.4740613,1.164418437,3.0,308.18,Diarrheal Diseases,0.0
3106,27th week,Telangana,Khammam,Acute Diarrhoeal Disease,7.0,1,10,7,2016,17.5,80.333333,0.52232201,8.0,307.195,Diarrheal Diseases,0.125
3107,27th week,Telangana,Mahabubnagar,Acute Diarrhoeal Disease,13.0,1,5,7,2016,16.69656855,77.95911462,0.584884021,2.0,309.38,Diarrheal Diseases,0.07142857142857142
3108,27th week,Uttar Pradesh,Etawah,Acute Diarrhoeal Disease,20.0,1,4,7,2016,26.71832435,79.09025375,0.408398283,5.0,310.41,Diarrheal Diseases,0.047619047619047616
3109,27th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,50.0,1,6,7,2016,22.642931,88.8930579,1.08854181,7.0,302.4,Diarrheal Diseases,0.0196078431372549
3110,27th week,West Bengal,Purulia,Acute Diarrhoeal Disease,46.0,0,9,7,2016,23.3291882,86.3672378,0.906495032,5.0,302.8,Diarrheal Diseases,0.0
3111,27th week,West Bengal,Purulia,Acute Diarrhoeal Disease,31.0,0,10,7,2016,23.3291882,86.3672378,0.451575687,5.5,302.8,Diarrheal Diseases,0.0
3112,27th week,Karnataka,Mandya,Malaria,50.0,0,22,6,2016,12.5238888,76.8961961,0.442058257,5.0,304.3,Malaria,0.0
3113,27th week,Karnataka,Tumkur,Chikungunya,71.0,1,1,5,2016,13.3400771,77.1006208,7.24e-05,7.0,316.904,Chikungunya,0.013888888888888888
3114,27th week,Kerala,Ernakulam,Dengue,12.0,0,29,6,2016,9.98408,76.2741457,1.340526498,10.0,296.1,Dengue,0.0
