id,week_of_outbreak,state_ut,district,disease,cases,deaths,day,month,year,latitude,longitude,precipitation,lai,temp,disease_category,death_rate
7475,29th week,West Bengal,24 North Parganas,Acute Diarrhoeal Disease,76.0,0,13,7,2011,22.5998923,88.40887363,0.489103487,5.0,301.1133334,Diarrheal Diseases,0.0
7476,29th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,13.0,1,23,7,2011,24.1745993,88.2721335,1.323108293,7.0,287.72,Diarrheal Diseases,0.07142857142857142
7477,29th week,Bihar,Gaya,Acute Diarrhoeal Disease,10.0,0,28,6,2011,24.7964355,85.0079563,0.618638168,5.0,310.6,Diarrheal Diseases,0.0
7478,29th week,Maharashtra,Thane,Dengue,32.0,0,6,7,2011,19.1943294,72.9701779,0.312402678,8.0,299.08,Dengue,0.0
7479,29th week,Maharashtra,Thane,Dengue,11.0,0,4,7,2011,19.1943294,72.9701779,0.467560156,5.0,300.62,Dengue,0.0
7480,29th week,Assam,Jorhat,Acute Encephalitis Syndrome,5.0,2,29,6,2011,26.7577925,94.2079645,1.440916452,7.0,295.54,Encephalitis,0.3333333333333333
7481,29th week,Assam,Dhemaji,Acute Encephalitis Syndrome,5.0,1,7,7,2011,27.4668315,94.51786509,0.998728901,7.0,283.27,Encephalitis,0.16666666666666666
7482,29th week,Bihar,Munger,Malaria,100.0,0,10,7,2011,25.22081165,86.51720367,0.520111404,8.0,302.4,Malaria,0.0
7483,29th week,Haryana,Gurgaon,Dengue,3.0,1,17,7,2011,28.42826235,77.00270015,0.490977368,7.0,307.66,Dengue,0.25
7484,29th week,Jharkhand,East Singhbhum,Chikungunya,1014.0,0,15,7,2011,22.8092139,86.2091549,0.440359181,6.0,305.4,Chikungunya,0.0
7485,29th week,Tamil Nadu,Salem,Chikungunya,58.0,0,12,7,2011,11.0600516,77.0679581,0.302532121,5.0,307.3466666,Chikungunya,0.0
7486,29th week,West Bengal,Bankura,Dengue,12.0,0,1,7,2011,23.13195425,87.2073972,1.000746546,5.0,301.56,Dengue,0.0
7487,29th week,West Bengal,Malda,Malaria,236.0,0,3,7,2011,25.0057449,88.1398483,1.795823537,7.0,300.38,Malaria,0.0
7488,30th week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,21.0,0,30,7,2011,15.8309251,78.0425373,0.985705162,4.0,303.18,Diarrheal Diseases,0.0
7489,30th week,Bihar,Gaya,Acute Diarrhoeal Disease,24.0,0,22,7,2011,24.7964355,85.0079563,1.014264877,10.0,304.55,Diarrheal Diseases,0.0
7490,30th week,Bihar,Gaya,Acute Diarrhoeal Disease,18.0,0,18,7,2011,24.7964355,85.0079563,0.25865613,8.0,304.55,Diarrheal Diseases,0.0
7491,30th week,Bihar,Katihar,Acute Diarrhoeal Disease,19.0,1,26,7,2011,25.5591001,87.64745596,0.438549454,8.0,302.41,Diarrheal Diseases,0.05
7492,30th week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,12.0,0,27,7,2011,16.1853166,75.6967919,0.451196074,3.0,306.12,Diarrheal Diseases,0.0
7493,30th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,16.0,1,23,7,2011,14.2266443,76.4005122,0.298247692,6.0,300.04,Diarrheal Diseases,0.058823529411764705
7494,30th week,Karnataka,Hassan,Acute Diarrhoeal Disease,73.0,0,25,7,2011,13.0070817,76.0992703,0.353639327,8.0,302.82000000000005,Diarrheal Diseases,0.0
7495,30th week,Karnataka,Tumkur,Chikungunya,15.0,0,27,7,2011,13.3400771,77.1006208,0.301335343,5.0,305.86,Chikungunya,0.0
7496,30th week,Karnataka,Udupi,Malaria,130.0,0,25,7,2011,13.3419169,74.7473232,3.118854669,4.0,299.78,Malaria,0.0
7497,30th week,Madhya Pradesh,Ashok Nagar,Acute Diarrhoeal Disease,5.0,1,28,7,2011,24.6185442,77.8788306,1.688110326,6.0,304.8,Diarrheal Diseases,0.16666666666666666
7498,30th week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,11.0,0,28,7,2011,24.85577805,79.04706347,0.840715852,7.0,304.2,Diarrheal Diseases,0.0
7499,30th week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,46.0,0,25,7,2011,24.85577805,79.04706347,2.054977261,9.0,305.27,Diarrheal Diseases,0.0
7500,30th week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,59.0,1,26,7,2011,23.5225788,77.8148001,2.978363922,9.0,303.3241667,Diarrheal Diseases,0.016666666666666666
7501,30th week,Maharashtra,Akola,Malaria,41.0,0,27,7,2011,20.76181225,77.19211567,0.520883205,3.0,309.8,Malaria,0.0
7502,30th week,Maharashtra,Jalna,Acute Diarrhoeal Disease,29.0,0,29,7,2011,19.91883295,75.87085986,0.286505166,3.0,302.49,Diarrheal Diseases,0.0
7503,30th week,Maharashtra,Pune,Cholera,46.0,0,22,7,2011,18.521428,73.8544541,1.405453239,3.0,300.22,Diarrheal Diseases,0.0
7504,30th week,Odisha,Bolangir,Acute Diarrhoeal Disease,25.0,0,25,7,2011,20.7502257,83.2499464,0.770200013,10.0,302.06,Diarrheal Diseases,0.0
7505,30th week,Odisha,Ganjam,Acute Diarrhoeal Disease,12.0,0,25,7,2011,19.4129711,85.04710406,0.225489454,9.0,304.05,Diarrheal Diseases,0.0
7506,30th week,Tamil Nadu,Erode,Chikungunya,25.0,0,25,7,2011,11.3692044,77.67662687,0.398080058,4.0,309.42,Chikungunya,0.0
7507,30th week,Uttarakhand,Champawat,Acute Encephalitis Syndrome,1.0,1,20,7,2011,29.23631315,80.10172077,2.027111,9.0,299.9,Encephalitis,0.5
7508,30th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,22.0,0,27,7,2011,23.2495714,87.8681751,0.342323232,6.0,301.44,Diarrheal Diseases,0.0
7509,30th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,20.0,0,24,7,2011,23.2495714,87.8681751,0.977492263,6.0,299.62,Diarrheal Diseases,0.0
7510,30th week,West Bengal,Murshidabad,Acute Diarrhoeal Disease,14.0,1,23,7,2011,24.1745993,88.2721335,1.323108293,7.0,287.72,Diarrheal Diseases,0.06666666666666667
7511,30th week,Gujarat,Navsari,Acute Diarrhoeal Disease,19.0,0,11,7,2011,20.952407,72.9323831,1.454790023,3.0,301.34,Diarrheal Diseases,0.0
7512,30th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,101.0,0,11,7,2011,18.4928092,73.13807095,1.642483647,3.0,294.96,Diarrheal Diseases,0.0
7513,30th week,West Bengal,North 24 Parganas,Cholera,78.0,0,13,7,2011,22.642931,88.8930579,0.53121327,9.0,299.4,Diarrheal Diseases,0.0
7514,30th week,Bihar,Muzaffarpur,Acute Encephalitis Syndrome,152.0,55,14,6,2011,26.1486581,85.34001282,0.219163883,8.0,303.74,Encephalitis,0.35947712418300654
7515,30th week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,14.0,0,25,7,2011,25.1677029,86.05935924,0.567784414,10.0,303.01,Diarrheal Diseases,0.0
7516,30th week,Jharkhand,East Singhbhum,Chikungunya,3455.0,0,15,7,2011,22.8092139,86.2091549,0.440359181,6.0,305.4,Chikungunya,0.0
7517,30th week,Madhya Pradesh,Betul,Chikungunya,252.0,0,5,7,2011,21.8796162,77.87568125,0.35158653,6.0,301.2666666,Chikungunya,0.0
7518,30th week,Maharashtra,Raigad,Cholera,94.0,0,11,7,2011,18.4928092,73.13807095,1.642483647,3.0,294.96,Diarrheal Diseases,0.0
7519,30th week,Assam,Barpeta,Acute Encephalitis Syndrome,6.0,1,22,6,2011,26.34142215,91.01674328,1.161898615,10.0,294.2733334,Encephalitis,0.14285714285714285
7520,30th week,Bihar,Munger,Malaria,126.0,0,18,7,2011,25.22081165,86.51720367,0.428101518,7.0,302.11,Malaria,0.0
7521,31st week,Telangana,Warangal,Acute Diarrhoeal Disease,20.0,0,2,8,2011,17.9820644,79.5970954,0.678185056,6.0,303.3266666,Diarrheal Diseases,0.0
7522,31st week,Bihar,Aurangabad,Acute Diarrhoeal Disease,18.0,0,7,8,2011,24.786306,84.41448983,1.013879826,2.0,302.4266666,Diarrheal Diseases,0.0
7523,31st week,Bihar,Aurangabad,Acute Diarrhoeal Disease,8.0,2,24,7,2011,24.786306,84.41448983,0.818500659,10.0,309.19,Diarrheal Diseases,0.2222222222222222
7524,31st week,Bihar,Katihar,Acute Diarrhoeal Disease,19.0,1,26,7,2011,25.5591001,87.64745596,0.438549454,8.0,302.41,Diarrheal Diseases,0.05
7525,31st week,Bihar,Munger,Malaria,46.0,0,25,7,2011,25.22081165,86.51720367,0.575749134,10.0,302.42,Malaria,0.0
7526,31st week,Bihar,Patna,Acute Diarrhoeal Disease,7.0,2,25,7,2011,25.6093239,85.1235252,0.691254066,9.0,295.39,Diarrheal Diseases,0.25
7527,31st week,Bihar,Sheikhpura,Acute Diarrhoeal Disease,25.0,1,28,7,2011,25.12635425,85.81510621,0.175102257,10.0,303.0666666,Diarrheal Diseases,0.038461538461538464
7528,31st week,Chhattisgarh,Bilaspur,Acute Encephalitis Syndrome,5.0,4,21,7,2011,21.98934025,82.10996499,1.152365277,8.0,295.86,Encephalitis,0.6666666666666666
7529,31st week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,46.0,0,11,7,2011,21.98934025,82.10996499,0.685193811,15.5,295.86,Diarrheal Diseases,0.0
7530,31st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,28.0,0,24,7,2011,22.0090841,82.578896,2.336366805,11.0,284.44,Diarrheal Diseases,0.0
7531,31st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,15.0,0,5,8,2011,22.0090841,82.578896,0.628441878,8.0,301.59,Diarrheal Diseases,0.0
7532,31st week,Jammu and Kashmir,Anantnag,Acute Diarrhoeal Disease,41.0,0,2,8,2011,33.7368773,75.1455138,0.249213033,20.0,295.94,Diarrheal Diseases,0.0
7533,31st week,Jammu and Kashmir,Srinagar,Acute Diarrhoeal Disease,27.0,0,29,7,2011,34.0747444,74.8204443,0.429125685,23.0,296.8533334,Diarrheal Diseases,0.0
7534,31st week,Jharkhand,Chatra,Acute Diarrhoeal Disease,8.0,0,29,7,2011,24.20162495,84.87817692,0.200666707,10.0,306.89,Diarrheal Diseases,0.0
7535,31st week,Haryana,Gurgaon,Acute Diarrhoeal Disease,113.0,0,1,8,2011,28.42826235,77.00270015,0.647024061,11.0,309.42,Diarrheal Diseases,0.0
7536,31st week,Madhya Pradesh,Chhindwara,Acute Diarrhoeal Disease,60.0,1,5,8,2011,22.13983105,78.80964495,1.206560427,9.0,302.78,Diarrheal Diseases,0.01639344262295082
7537,31st week,Madhya Pradesh,Damoh,Acute Diarrhoeal Disease,25.0,0,7,8,2011,23.75,79.583333,1.235097364,2.0,303.3241667,Diarrheal Diseases,0.0
7538,31st week,Madhya Pradesh,Vidisha,Acute Diarrhoeal Disease,9.0,0,1,8,2011,23.5225788,77.8148001,0.505849919,5.0,300.12,Diarrheal Diseases,0.0
7539,31st week,Maharashtra,Nashik,Dengue,2.0,1,26,7,2011,20.0112475,73.7902364,0.566398324,4.0,277.14,Dengue,0.3333333333333333
7540,31st week,Maharashtra,Wardha,Chikungunya,10.0,1,25,7,2011,20.82562315,78.6131455,0.902294322,6.0,302.88,Chikungunya,0.09090909090909091
7541,31st week,Rajasthan,Bikaner,Acute Diarrhoeal Disease,5.0,1,1,8,2011,28.0159286,73.3171367,0.183489767,3.0,320.2133334,Diarrheal Diseases,0.16666666666666666
7542,31st week,Rajasthan,Udaipur,Acute Encephalitis Syndrome,2.0,0,28,7,2011,24.578721,73.6862571,0.377316596,6.5,303.49,Encephalitis,0.0
7543,31st week,Tamil Nadu,Dharmapuri,Chikungunya,118.0,0,25,7,2011,12.09680475,78.19304301,0.148719045,5.0,303.3241667,Chikungunya,0.0
7544,31st week,Uttar Pradesh,Jalaun,Acute Diarrhoeal Disease,16.0,1,21,7,2011,26.105546,79.42765265,1.09924818,7.0,305.52,Diarrheal Diseases,0.058823529411764705
7545,31st week,Jammu and Kashmir,Ganderbal,Acute Diarrhoeal Disease,27.0,0,24,7,2011,34.1934255,74.83434977,0.183244435,16.0,296.6166666,Diarrheal Diseases,0.0
7546,31st week,West Bengal,Kolkata,Cholera,78.0,0,13,7,2011,22.5666449,88.3544854,0.489103487,5.0,301.1133334,Diarrheal Diseases,0.0
7547,31st week,Andhra Pradesh,Kurnool,Acute Diarrhoeal Disease,40.0,0,30,7,2011,15.8309251,78.0425373,0.985705162,4.0,303.18,Diarrheal Diseases,0.0
7548,31st week,Jharkhand,West Singhbhum,Chikungunya,194.0,0,1,8,2011,22.7859232,86.1716093,0.22523666,9.0,302.2,Chikungunya,0.0
7549,32nd week,Andhra Pradesh,Chittor,Acute Diarrhoeal Disease,29.0,0,9,8,2011,13.2178147,79.0929361,0.062535624,9.0,296.94,Diarrheal Diseases,0.0
7550,32nd week,Telangana,Warangal,Acute Diarrhoeal Disease,54.0,0,11,8,2011,17.9820644,79.5970954,0.056043764,8.0,307.1,Diarrheal Diseases,0.0
7551,32nd week,Bihar,Gaya,Acute Diarrhoeal Disease,12.0,0,31,7,2011,24.7964355,85.0079563,0.426624634,8.0,307.48,Diarrheal Diseases,0.0
7552,32nd week,Bihar,Nawada,Acute Diarrhoeal Disease,131.0,0,7,8,2011,24.818124,85.51855623,0.96744482,3.0,301.96500000000003,Diarrheal Diseases,0.0
7553,32nd week,Bihar,Gopalganj,Acute Diarrhoeal Disease,29.0,0,10,8,2011,26.4207265,84.37406407,0.932035217,8.0,301.155,Diarrheal Diseases,0.0
7554,32nd week,Jharkhand,West Singhbhum,Chikungunya,22.0,0,5,8,2011,22.7859232,86.1716093,0.773797932,8.5,303.02,Chikungunya,0.0
7555,32nd week,Karnataka,Belgaum,Acute Diarrhoeal Disease,17.0,0,9,8,2011,15.8572666,74.5069343,0.88580027,9.0,296.74,Diarrheal Diseases,0.0
7556,32nd week,Madhya Pradesh,Damoh,Acute Diarrhoeal Disease,126.0,0,14,8,2011,23.75,79.583333,1.589959759,14.0,303.3241667,Diarrheal Diseases,0.0
7557,32nd week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,12.0,0,12,8,2011,23.1156882,77.06623939,1.475803153,10.0,300.4275,Diarrheal Diseases,0.0
7558,32nd week,Maharashtra,Jalna,Malaria,14.0,1,6,8,2011,19.91883295,75.87085986,0.495233693,7.0,306.53,Malaria,0.06666666666666667
7559,32nd week,Maharashtra,Raigad,Acute Diarrhoeal Disease,29.0,0,5,8,2011,18.4928092,73.13807095,3.780674599,9.0,303.3241667,Diarrheal Diseases,0.0
7560,32nd week,Odisha,Nayagarh,Acute Diarrhoeal Disease,47.0,0,1,8,2011,20.1160666,85.11195644,0.157368173,20.0,301.616,Diarrheal Diseases,0.0
7561,32nd week,Rajasthan,Bikaner,Malaria,152.0,0,8,8,2011,28.0159286,73.3171367,0.033977951,3.0,318.6866666,Malaria,0.0
7562,32nd week,Tamil Nadu,Dindigul,Acute Diarrhoeal Disease,13.0,0,9,8,2011,10.3303299,78.06739791,0.348810708,10.0,310.2,Diarrheal Diseases,0.0
7563,32nd week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,10.0,0,9,8,2011,11.2287716,78.81825555,0.052548549,6.0,307.9533334,Diarrheal Diseases,0.0
7564,32nd week,Tamil Nadu,Perambalur,Acute Diarrhoeal Disease,32.0,0,9,8,2011,11.2287716,78.81825555,0.052548549,6.0,307.9533334,Diarrheal Diseases,0.0
7565,32nd week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,13.0,0,5,8,2011,11.9415377,79.4861469,0.080465905,11.0,306.5025,Diarrheal Diseases,0.0
7566,32nd week,Tamil Nadu,Virudhunagar (Sivakasi),Acute Diarrhoeal Disease,11.0,0,11,8,2011,9.4477045,77.8000434,0.153122265,5.0,317.78,Diarrheal Diseases,0.0
7567,32nd week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,16.0,0,8,8,2011,25.4381302,81.8338005,1.052934161,5.0,307.4133333,Diarrheal Diseases,0.0
7568,32nd week,Uttar Pradesh,Budaun,Acute Diarrhoeal Disease,53.0,3,9,8,2011,28.06831165,79.04607312,0.740874916,6.0,302.01250000000005,Diarrheal Diseases,0.05555555555555555
7569,32nd week,Uttar Pradesh,Jalaun,Malaria,34.0,0,11,8,2011,26.105546,79.42765265,0.847903173,2.0,302.145,Malaria,0.0
7570,32nd week,Uttar Pradesh,Lakhimpur Kheri,Acute Diarrhoeal Disease,48.0,0,7,8,2011,27.98506015,80.75384538,1.245870313,12.0,288.9533334,Diarrheal Diseases,0.0
7571,32nd week,Uttar Pradesh,Mirzapur,Acute Diarrhoeal Disease,51.0,2,9,8,2011,25.1010477,82.62574936,1.392780375,4.0,301.96,Diarrheal Diseases,0.038461538461538464
7572,32nd week,West Bengal,Bankura,Acute Diarrhoeal Disease,123.0,0,11,8,2011,23.13195425,87.2073972,2.217227749,2.0,300.7666667,Diarrheal Diseases,0.0
7573,32nd week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,38.0,0,20,7,2011,21.2380912,81.6336993,0.814574619,8.0,301.42,Diarrheal Diseases,0.0
7574,32nd week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,74.0,0,21,6,2011,22.3547468,82.7110855,2.57165078,8.0,304.86,Diarrheal Diseases,0.0
7575,32nd week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,14.0,0,11,6,2011,22.3547468,82.7110855,0.149960716,8.0,311.99,Diarrheal Diseases,0.0
7576,32nd week,Karnataka,Bagalkot,Acute Diarrhoeal Disease,12.0,0,27,7,2011,16.1853166,75.6967919,0.451196074,3.0,306.12,Diarrheal Diseases,0.0
7577,32nd week,Maharashtra,Sholapur,Acute Diarrhoeal Disease,11.0,0,27,7,2011,17.6912883,75.8841635,0.527600454,2.0,307.8933334,Diarrheal Diseases,0.0
7578,32nd week,Maharashtra,Yavatmal,Acute Diarrhoeal Disease,3.0,1,20,7,2011,20.32570375,78.11691397,0.622791422,4.0,302.53,Diarrheal Diseases,0.25
7579,33rd week,Telangana,Mahbubnagar,Dengue,42.0,0,15,8,2011,16.7434538,77.9923191,0.095684643,8.0,303.78,Dengue,0.0
7580,33rd week,Telangana,Medak,Acute Diarrhoeal Disease,10.0,0,15,8,2011,17.9375095,78.21174499,0.10161727,8.0,291.03,Diarrheal Diseases,0.0
7581,33rd week,Bihar,Aurangabad,Acute Diarrhoeal Disease,26.0,0,15,8,2011,24.786306,84.41448983,2.150123567,5.0,302.4266666,Diarrheal Diseases,0.0
7582,33rd week,Bihar,Gopalganj,Acute Diarrhoeal Disease,5.0,1,14,8,2011,26.4207265,84.37406407,0.441474905,12.0,301.25,Diarrheal Diseases,0.16666666666666666
7583,33rd week,Bihar,Jamui,Acute Diarrhoeal Disease,50.0,0,10,8,2011,24.96785205,86.17351147,1.838128123,4.0,302.7066666,Diarrheal Diseases,0.0
7584,33rd week,Bihar,Lakhisarai,Acute Diarrhoeal Disease,20.0,0,17,8,2011,25.1677029,86.05935924,0.836137588,6.0,300.54,Diarrheal Diseases,0.0
7585,33rd week,Bihar,Patna,Malaria,6.0,1,8,8,2011,25.6093239,85.1235252,0.983739767,4.0,288.70500000000004,Malaria,0.14285714285714285
7586,33rd week,Chhattisgarh,Raipur,Acute Diarrhoeal Disease,67.0,0,8,8,2011,21.2380912,81.6336993,1.044051998,1.0,303.18,Diarrheal Diseases,0.0
7587,33rd week,Madhya Pradesh,Tikamgarh,Acute Diarrhoeal Disease,24.0,1,17,8,2011,24.85577805,79.04706347,0.344241513,9.0,300.2,Diarrheal Diseases,0.04
7588,33rd week,Maharashtra,Akola,Acute Diarrhoeal Disease,17.0,0,8,8,2011,20.76181225,77.19211567,0.633047513,5.0,304.86,Diarrheal Diseases,0.0
7589,33rd week,Uttar Pradesh,Saharanpur,Malaria,13.0,0,11,8,2011,29.9880774,77.50812995,0.372082507,19.0,293.6866666,Malaria,0.0
7590,33rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,90.0,0,16,8,2011,23.13195425,87.2073972,1.464678776,8.0,299.82,Diarrheal Diseases,0.0
7591,33rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,59.0,0,16,8,2011,23.13195425,87.2073972,1.464678776,8.0,299.82,Diarrheal Diseases,0.0
7592,33rd week,West Bengal,Birbhum,Cholera,155.0,0,14,8,2011,24.0,87.583333,1.804068677,7.0,301.74,Diarrheal Diseases,0.0
7593,33rd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,32.0,0,14,8,2011,23.2495714,87.8681751,2.577542082,8.0,304.14,Diarrheal Diseases,0.0
7594,33rd week,West Bengal,Purulia,Acute Diarrhoeal Disease,62.0,0,16,8,2011,23.3291882,86.3672378,1.854879526,5.0,301.1533333,Diarrheal Diseases,0.0
7595,33rd week,Bihar,Nalanda,Acute Diarrhoeal Disease,20.0,0,4,7,2011,25.1364914,85.44365465,0.515347564,8.5,303.3241667,Diarrheal Diseases,0.0
7596,33rd week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,30.0,0,24,6,2011,34.6110236,74.23847867,0.040360777,14.0,293.0733334,Diarrheal Diseases,0.0
7597,33rd week,Maharashtra,Jalgaon,Malaria,11.0,0,22,7,2011,20.84288265,75.52612464,0.524902053,4.0,310.0233334,Malaria,0.0
7598,33rd week,Rajasthan,Alwar,Cholera,112.0,1,4,8,2011,27.5,76.5,0.660401313,13.0,302.08,Diarrheal Diseases,0.008849557522123894
7599,33rd week,West Bengal,Bankura,Acute Diarrhoeal Disease,21.0,0,2,8,2011,23.13195425,87.2073972,0.17392291,8.0,303.2733334,Diarrheal Diseases,0.0
7600,33rd week,Jharkhand,East Singhbhum,Chikungunya,6156.0,1,18,8,2011,22.8092139,86.2091549,1.289579266,8.0,300.82,Chikungunya,0.00016241676140977748
7601,33rd week,Jharkhand,West Singhbhum,Chikungunya,5615.0,0,5,8,2011,22.7859232,86.1716093,0.773797932,8.5,303.02,Chikungunya,0.0
7602,33rd week,West Bengal,Bankura,Cholera,165.0,0,11,8,2011,23.13195425,87.2073972,2.217227749,2.0,300.7666667,Diarrheal Diseases,0.0
7603,34th week,Bihar,Gaya,Acute Diarrhoeal Disease,17.0,0,14,8,2011,24.7964355,85.0079563,1.927198087,6.0,302.43,Diarrheal Diseases,0.0
7604,34th week,Bihar,Gaya,Acute Diarrhoeal Disease,23.0,0,16,8,2011,24.7964355,85.0079563,1.328127527,6.0,302.43,Diarrheal Diseases,0.0
7605,34th week,Bihar,Nawada,Acute Diarrhoeal Disease,19.0,0,22,8,2011,24.818124,85.51855623,2.091449126,10.0,302.43,Diarrheal Diseases,0.0
7606,34th week,Bihar,Nawada,Acute Diarrhoeal Disease,18.0,2,16,8,2011,24.818124,85.51855623,1.328127527,6.0,301.96500000000003,Diarrheal Diseases,0.10526315789473684
7607,34th week,Bihar,Rohtas,Malaria,30.0,0,14,8,2011,24.6723487,83.92090397,2.615870899,10.0,300.9,Malaria,0.0
7608,34th week,Bihar,Rohtas,Acute Diarrhoeal Disease,25.0,2,18,8,2011,24.6723487,83.92090397,1.312219409,10.0,300.9,Diarrheal Diseases,0.07692307692307693
7609,34th week,Bihar,Rohtas,Acute Diarrhoeal Disease,50.0,2,17,8,2011,24.6723487,83.92090397,1.577518055,10.0,300.9,Diarrheal Diseases,0.0392156862745098
7610,34th week,Bihar,Sheikhpura,Malaria,50.0,5,21,8,2011,25.12635425,85.81510621,2.302524213,9.0,300.66,Malaria,0.09803921568627451
7611,34th week,Chhattisgarh,Janjgir,Cholera,20.0,0,22,8,2011,22.0090841,82.578896,2.216261841,15.0,299.54,Diarrheal Diseases,0.0
7612,34th week,Chhattisgarh,Raipur,Dengue,3.0,2,21,8,2011,21.2380912,81.6336993,0.990513236,16.0,298.6,Dengue,0.5
7613,34th week,Chhattisgarh,Surguja,Acute Diarrhoeal Disease,10.0,3,26,8,2011,23.25,83.0,0.72528291,15.0,301.55,Diarrheal Diseases,0.2727272727272727
7614,34th week,Gujarat,Vadodara,Cholera,23.0,0,18,8,2011,22.2973142,73.1942567,0.932867672,7.0,298.86,Diarrheal Diseases,0.0
7615,34th week,Haryana,Ambala,Acute Diarrhoeal Disease,19.0,0,27,8,2011,30.3843674,76.770421,0.909988198,17.0,301.0466666,Diarrheal Diseases,0.0
7616,34th week,Haryana,Panchkula,Cholera,5.0,0,20,8,2011,30.7137692,76.868276,1.956093124,9.0,300.1133334,Diarrheal Diseases,0.0
7617,34th week,Jharkhand,West Singhbhum,Malaria,51.0,0,17,8,2011,22.7859232,86.1716093,1.973404971,8.0,301.71,Malaria,0.0
7618,34th week,Karnataka,Bidar,Chikungunya,26.0,0,21,8,2011,18.083333,77.333333,0.430428388,5.0,306.8,Chikungunya,0.0
7619,34th week,Karnataka,Bidar,Cholera,6.0,0,22,8,2011,18.083333,77.333333,0.606377399,3.0,301.46,Diarrheal Diseases,0.0
7620,34th week,Karnataka,Chitradurga,Acute Diarrhoeal Disease,22.0,0,17,8,2011,14.2266443,76.4005122,0.091684798,5.0,305.12,Diarrheal Diseases,0.0
7621,34th week,Karnataka,Gadag,Malaria,10.0,0,16,8,2011,15.4206667,75.6225644,0.112245109,4.0,306.07,Malaria,0.0
7622,34th week,Karnataka,Mandya,Acute Diarrhoeal Disease,20.0,0,24,8,2011,12.5238888,76.8961961,0.938415418,2.0,304.76,Diarrheal Diseases,0.0
7623,34th week,West Bengal,Bankura,Acute Diarrhoeal Disease,131.0,0,22,8,2011,23.13195425,87.2073972,0.776578065,9.0,300.6,Diarrheal Diseases,0.0
7624,34th week,West Bengal,Birbhum,Cholera,26.0,0,16,8,2011,24.0,87.583333,0.908267276,7.0,301.74,Diarrheal Diseases,0.0
7625,34th week,West Bengal,Birbhum,Cholera,73.0,0,21,8,2011,24.0,87.583333,0.752024509,7.0,301.52,Diarrheal Diseases,0.0
7626,34th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,48.0,0,22,8,2011,23.2495714,87.8681751,0.890431669,9.0,302.14,Diarrheal Diseases,0.0
7627,34th week,West Bengal,Purulia,Acute Diarrhoeal Disease,64.0,0,16,8,2011,23.3291882,86.3672378,1.854879526,5.0,301.1533333,Diarrheal Diseases,0.0
7628,34th week,Sikkim,West Sikkim,Acute Diarrhoeal Disease,16.0,0,10,6,2011,27.333333,88.25,1.244188423,9.0,291.47,Diarrheal Diseases,0.0
7629,34th week,Jammu and Kashmir,Badgam,Acute Diarrhoeal Disease,1634.0,0,10,8,2011,34.0154721,74.7220085,0.386449276,20.0,299.812,Diarrheal Diseases,0.0
7630,34th week,Karnataka,Belgaum,Acute Diarrhoeal Disease,88.0,0,12,8,2011,15.8572666,74.5069343,0.40841039,7.0,294.88,Diarrheal Diseases,0.0
7631,34th week,Maharashtra,Nashik,Chikungunya,22.0,0,9,8,2011,20.0112475,73.7902364,0.632701374,6.0,298.545,Chikungunya,0.0
7632,34th week,Maharashtra,Raigad,Acute Diarrhoeal Disease,101.0,0,11,7,2011,18.4928092,73.13807095,1.642483647,3.0,294.96,Diarrheal Diseases,0.0
7633,34th week,Uttar Pradesh,Allahabad,Acute Diarrhoeal Disease,16.0,0,31,7,2011,25.4381302,81.8338005,0.400020348,8.0,305.24,Diarrheal Diseases,0.0
7634,34th week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,12.0,0,9,8,2011,25.6035084,83.50745405,1.199552044,4.0,261.5,Diarrheal Diseases,0.0
7635,34th week,Jharkhand,East Singhbhum,Chikungunya,9.0,0,24,8,2011,22.8092139,86.2091549,0.460334799,9.0,297.28,Chikungunya,0.0
